Source Airport Code,Source Airport Name,Source Airport City,Source Airport Country,Source Airport Latitude,Source Airport Longitude,Destination Airport Code,Destination Airport Name,Destination Airport City,Destination Airport Country,Destination Airport Latitude,Destination Airport Longitude
HKG,Hong Kong International Airport,Hong Kong,Hong Kong,22.308901,113.915001,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,SYR,Syracuse Hancock International Airport,Syracuse,United States,43.11119843,-76.10630035
VIE,Vienna International Airport,Vienna,Austria,48.11029816,16.56970024,SVO,Sheremetyevo International Airport,Moscow,Russia,55.972599,37.4146
ORY,Paris-Orly Airport,Paris,France,48.7233333,2.3794444,DZA,Dzaoudzi Pamandzi International Airport,Dzaoudzi,Mayotte,-12.8046999,45.28110123
SVO,Sheremetyevo International Airport,Moscow,Russia,55.972599,37.4146,FRA,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556
SOF,Sofia Airport,Sofia,Bulgaria,42.69669342,23.41143608,LCA,Larnaca International Airport,Larnaca,Cyprus,34.87509918,33.62490082
DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965,CYS,Cheyenne Regional Jerry Olson Field,Cheyenne,United States,41.15570068,-104.8119965
KIV,Chişinău International Airport,Chisinau,Moldova,46.92770004,28.93099976,MXP,Malpensa International Airport,Milano,Italy,45.6306,8.72811
FAR,Hector International Airport,Fargo,United States,46.92070007,-96.81580353,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002
DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,LIR,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,10.5933,-85.544403
KWL,Guilin Liangjiang International Airport,Guilin,China,25.21809959,110.0390015,NKG,Nanjing Lukou Airport,Nanjing,China,31.74200058,118.8619995
LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,DAY,James M Cox Dayton International Airport,Dayton,United States,39.90240097,-84.2193985
SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,PDX,Portland International Airport,Portland,United States,45.58869934,-122.5979996
AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,12.5014,-70.015198
BRS,Bristol Airport,Bristol,United Kingdom,51.382702,-2.71909,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.55170059,2.738810062
NTE,Nantes Atlantique Airport,Nantes,France,47.15319824,-1.610730052,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
RBA,Rabat-Salé Airport,Rabat,Morocco,34.051498,-6.75152,STN,London Stansted Airport,London,United Kingdom,51.88499832,0.234999999
ZRH,Zürich Airport,Zurich,Switzerland,47.464699,8.54917,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375
SOU,Southampton Airport,Southampton,United Kingdom,50.95029831,-1.35679996,FAO,Faro Airport,Faro,Portugal,37.01440048,-7.965909958
LIM,Jorge Chávez International Airport,Lima,Peru,-12.0219,-77.114305,COR,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,-31.323601,-64.208
YRT,Rankin Inlet Airport,Rankin Inlet,Canada,62.81140137,-92.11579895,YCS,Chesterfield Inlet Airport,Chesterfield Inlet,Canada,63.34690094,-90.73110199
TIJ,General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,32.54109955,-116.9700012,ACA,General Juan N Alvarez International Airport,Acapulco,Mexico,16.75709915,-99.7539978
HTA,Chita-Kadala Airport,Chita,Russia,52.026299,113.306,UUD,Ulan-Ude Airport (Mukhino),Ulan-ude,Russia,51.80780029,107.4380035
BUD,Budapest Liszt Ferenc International Airport,Budapest,Hungary,47.42976,19.261093,MAN,Manchester Airport,Manchester,United Kingdom,53.35369873,-2.274950027
SJU,Luis Munoz Marin International Airport,San Juan,Puerto Rico,18.43939972,-66.00180054,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101
DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,YVR,Vancouver International Airport,Vancouver,Canada,49.19390106,-123.1839981
TXL,Berlin-Tegel Airport,Berlin,Germany,52.5597,13.2877,DBV,Dubrovnik Airport,Dubrovnik,Croatia,42.56140137,18.26819992
YEG,Edmonton International Airport,Edmonton,Canada,53.30970001,-113.5800018,LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
TBS,Tbilisi International Airport,Tbilisi,Georgia,41.6692009,44.95470047,URC,Ürümqi Diwopu International Airport,Urumqi,China,43.90710068,87.47419739
SDJ,Sendai Airport,Sendai,Japan,38.13970184,140.9170074,ICN,Incheon International Airport,Seoul,South Korea,37.46910095,126.4509964
LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048
EWR,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,TXL,Berlin-Tegel Airport,Berlin,Germany,52.5597,13.2877
HRB,Taiping Airport,Harbin,China,45.62340164,126.25,XIY,Xi'an Xianyang International Airport,Xi'an,China,34.447102,108.751999
CEN,Ciudad Obregón International Airport,Ciudad Obregon,Mexico,27.39259911,-109.8330002,GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,20.52179909,-103.310997
YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,45.47060013,-73.74079895,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101
BAV,Baotou Airport,Baotou,China,40.56000137,109.9970016,TYN,Taiyuan Wusu Airport,Taiyuan,China,37.74689865,112.6279984
DUS,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678,SAW,Sabiha Gökçen International Airport,Istanbul,Turkey,40.89860153,29.30920029
MUC,Munich Airport,Munich,Germany,48.353802,11.7861,AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,24.43300056,54.65110016
AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,24.43300056,54.65110016,SYD,Sydney Kingsford Smith International Airport,Sydney,Australia,-33.94609833,151.177002
KMG,Kunming Changshui International Airport,Kunming,China,25.1019444,102.9291667,SZX,Shenzhen Bao'an International Airport,Shenzhen,China,22.63929939,113.810997
NAS,Lynden Pindling International Airport,Nassau,Bahamas,25.03899956,-77.46620178,ATC,Arthur's Town Airport,Arthur's Town,Bahamas,24.6294,-75.673797
SZX,Shenzhen Bao'an International Airport,Shenzhen,China,22.63929939,113.810997,PEK,Beijing Capital International Airport,Beijing,China,40.08010101,116.5849991
SJU,Luis Munoz Marin International Airport,San Juan,Puerto Rico,18.43939972,-66.00180054,CPX,Benjamin Rivera Noriega Airport,Culebra Island,Puerto Rico,18.313289,-65.304324
LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,BIO,Bilbao Airport,Bilbao,Spain,43.30110168,-2.910609961
MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,MBJ,Sangster International Airport,Montego Bay,Jamaica,18.50370026,-77.91339874
HKG,Hong Kong International Airport,Hong Kong,Hong Kong,22.308901,113.915001,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,23.843347,90.397783
NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,-1.319239974,36.92779922,MWZ,Mwanza Airport,Mwanza,Tanzania,-2.444489956,32.93270111
ACC,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,ABJ,Port Bouet Airport,Abidjan,Cote d'Ivoire,5.261390209,-3.926290035
GYD,Heydar Aliyev International Airport,Baku,Azerbaijan,40.46749878,50.04669952,ALA,Almaty Airport,Alma-ata,Kazakhstan,43.35210037,77.04049683
SIN,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003,CGK,Soekarno-Hatta International Airport,Jakarta,Indonesia,-6.12556982,106.6559982
MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.21239853,-83.35340118
ALG,Houari Boumediene Airport,Algier,Algeria,36.69100189,3.215409994,OGX,Ain el Beida Airport,Ouargla,Algeria,31.91720009,5.412779808
OUA,Ouagadougou Airport,Ouagadougou,Burkina Faso,12.3532,-1.51242,BRU,Brussels Airport,Brussels,Belgium,50.90140152,4.48443985
MCT,Muscat International Airport,Muscat,Oman,23.59329987,58.28440094,LKO,Chaudhary Charan Singh International Airport,Lucknow,India,26.76059914,80.88929749
SJK,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,-23.22920036,-45.86149979,SDU,Santos Dumont Airport,Rio De Janeiro,Brazil,-22.91049957,-43.1631012
LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,ORF,Norfolk International Airport,Norfolk,United States,36.89459991,-76.20120239
MEL,Melbourne International Airport,Melbourne,Australia,-37.673302,144.843002,ABX,Albury Airport,Albury,Australia,-36.06779861,146.9579926
SFB,Orlando Sanford International Airport,Sanford,United States,28.77759933,-81.23750305,LIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,34.72940063,-92.22429657
CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55,TUN,Tunis Carthage International Airport,Tunis,Tunisia,36.85100174,10.22719955
DBV,Dubrovnik Airport,Dubrovnik,Croatia,42.56140137,18.26819992,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889
GVA,Geneva Cointrin International Airport,Geneva,Switzerland,46.23809814,6.108950138,TLV,Ben Gurion International Airport,Tel-aviv,Israel,32.01139832,34.88669968
MLA,Malta International Airport,Malta,Malta,35.857498,14.4775,LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
FOR,Pinto Martins International Airport,Fortaleza,Brazil,-3.776279926,-38.5326004,BSB,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,-15.86916733,-47.92083359
EMA,East Midlands Airport,East Midlands,United Kingdom,52.83110046,-1.328060031,BHD,George Best Belfast City Airport,Belfast,United Kingdom,54.61809921,-5.872499943
LIL,Lille-Lesquin Airport,Lille,France,50.563332,3.086886,DBV,Dubrovnik Airport,Dubrovnik,Croatia,42.56140137,18.26819992
HEL,Helsinki Vantaa Airport,Helsinki,Finland,60.31719971,24.9633007,DEL,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104
LED,Pulkovo Airport,St. Petersburg,Russia,59.8003006,30.26250076,AAQ,Anapa Vityazevo Airport,Anapa,Russia,45.0021019,37.34730148
AWZ,Ahwaz Airport,Ahwaz,Iran,31.33740044,48.76200104,SYZ,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,29.53919983,52.58980179
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,United States,33.56290054,-86.75350189,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297
BGW,Baghdad International Airport,Baghdad,Iraq,33.26250076,44.23460007,CAI,Cairo International Airport,Cairo,Egypt,30.12190056,31.40559959
URC,Ürümqi Diwopu International Airport,Urumqi,China,43.90710068,87.47419739,WUH,Wuhan Tianhe International Airport,Wuhan,China,30.7838,114.208
OTZ,Ralph Wien Memorial Airport,Kotzebue,United States,66.88469696,-162.598999,SHG,Shungnak Airport,Shungnak,United States,66.88809967,-157.1620026
STR,Stuttgart Airport,Stuttgart,Germany,48.68989944,9.221960068,JER,Jersey Airport,Jersey,Jersey,49.207901,-2.195509911
MAA,Chennai International Airport,Madras,India,12.99000549,80.16929626,SHJ,Sharjah International Airport,Sharjah,United Arab Emirates,25.32859993,55.51720047
BCN,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846,ORY,Paris-Orly Airport,Paris,France,48.7233333,2.3794444
BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,47.59,7.5291667,LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015
LPA,Gran Canaria Airport,Gran Canaria,Spain,27.93190002,-15.38659954,SCQ,Santiago de Compostela Airport,Santiago,Spain,42.89630127,-8.415140152
LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,MZT,General Rafael Buelna International Airport,Mazatlan,Mexico,23.16139984,-106.2659988
OTP,Henri Coandă International Airport,Bucharest,Romania,44.5711111,26.085,ZAZ,Zaragoza Air Base,Zaragoza,Spain,41.66619873,-1.04155004
SKG,Thessaloniki Macedonia International Airport,Thessaloniki,Greece,40.5196991,22.97089958,DME,Domodedovo International Airport,Moscow,Russia,55.40879822,37.90629959
NAN,Nadi International Airport,Nandi,Fiji,-17.7553997,177.4429932,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971
CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,United States,30.533199,-91.149597,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101
ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,45.47060013,-73.74079895
CCJ,Calicut International Airport,Calicut,India,11.13679981,75.95529938,SHJ,Sharjah International Airport,Sharjah,United Arab Emirates,25.32859993,55.51720047
CKG,Chongqing Jiangbei International Airport,Chongqing,China,29.71920013,106.6419983,BHY,Beihai Airport,Beihai,China,21.5394,109.293999
BUF,Buffalo Niagara International Airport,Buffalo,United States,42.94049835,-78.73220062,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,United States,33.56290054,-86.75350189,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004
DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965,SJD,Los Cabos International Airport,San Jose Del Cabo,Mexico,23.15180016,-109.7210007
TSH,Tshikapa Airport,Tshikapa,Congo (Kinshasa),-6.43833,20.794701,FIH,Ndjili International Airport,Kinshasa,Congo (Kinshasa),-4.38575,15.4446
LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,MUC,Munich Airport,Munich,Germany,48.353802,11.7861
AYT,Antalya International Airport,Antalya,Turkey,36.898701,30.800501,HAJ,Hannover Airport,Hannover,Germany,52.46110153,9.685079575
BHH,Bisha Airport,Bisha,Saudi Arabia,19.9843998,42.6208992,DMM,King Fahd International Airport,Dammam,Saudi Arabia,26.47120094,49.79790115
LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,YYC,Calgary International Airport,Calgary,Canada,51.11389923,-114.0199966
PBH,Paro Airport,Thimphu,Bhutan,27.40320015,89.42459869,KTM,Tribhuvan International Airport,Kathmandu,Nepal,27.6966,85.3591
SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,ICN,Incheon International Airport,Seoul,South Korea,37.46910095,126.4509964
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,CMH,John Glenn Columbus International Airport,Columbus,United States,39.998001,-82.891899
IST,Istanbul Airport,Istanbul,Turkey,41.275278,28.751944,ZRH,Zürich Airport,Zurich,Switzerland,47.464699,8.54917
ACE,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,BIO,Bilbao Airport,Bilbao,Spain,43.30110168,-2.910609961
VVI,Viru Viru International Airport,Santa Cruz,Bolivia,-17.6448,-63.135399,CBB,Jorge Wilsterman International Airport,Cochabamba,Bolivia,-17.42110062,-66.17710114
VIE,Vienna International Airport,Vienna,Austria,48.11029816,16.56970024,PEK,Beijing Capital International Airport,Beijing,China,40.08010101,116.5849991
CRL,Brussels South Charleroi Airport,Charleroi,Belgium,50.459202,4.45382,WAW,Warsaw Chopin Airport,Warsaw,Poland,52.16569901,20.96710014
DTM,Dortmund Airport,Dortmund,Germany,51.5182991,7.612239838,BEG,Belgrade Nikola Tesla Airport,Belgrade,Serbia,44.81840134,20.3090992
DJE,Djerba Zarzis International Airport,Djerba,Tunisia,33.875,10.7755003,ORY,Paris-Orly Airport,Paris,France,48.7233333,2.3794444
FRA,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.21239853,-83.35340118
DPS,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,-8.748169899,115.1669998,BNE,Brisbane International Airport,Brisbane,Australia,-27.38419914,153.1170044
SHE,Taoxian Airport,Shenyang,China,41.63980103,123.4830017,NKG,Nanjing Lukou Airport,Nanjing,China,31.74200058,118.8619995
PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,PDX,Portland International Airport,Portland,United States,45.58869934,-122.5979996
ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,BNA,Nashville International Airport,Nashville,United States,36.12450027,-86.67819977
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,AVP,Wilkes Barre Scranton International Airport,Scranton,United States,41.33850098,-75.7233963
MDW,Chicago Midway International Airport,Chicago,United States,41.785999,-87.752403,MBL,Manistee Co Blacker Airport,Manistee,United States,44.2723999,-86.24690247
OTZ,Ralph Wien Memorial Airport,Kotzebue,United States,66.88469696,-162.598999,IAN,Bob Baker Memorial Airport,Kiana,United States,66.97599792,-160.4369965
SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,19.4363,-99.072098
LGW,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278,BOD,Bordeaux-Mérignac Airport,Bordeaux,France,44.82830048,-0.715556026
HAM,Hamburg Airport,Hamburg,Germany,53.63040161,9.988229752,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.55170059,2.738810062
BEY,Beirut Rafic Hariri International Airport,Beirut,Lebanon,33.82089996,35.48839951,AMM,Queen Alia International Airport,Amman,Jordan,31.72260094,35.99319839
